Student_ID,Gender,Branch,CGPA,SSC_Marks,HSC_Marks,Internships,Projects,Certifications,Backlogs,Aptitude_Score,Technical_Skill,Coding_Skill,Communication_Skill,Soft_Skill,Extracurricular_Score,Leadership_Score,Placement_Training,Workshops_Attended,Mock_Interview_Score,LinkedIn_GitHub_Activity,Employability_Score,Placed,Package_LPA
STU04497,Female,EEE,6.6,67.48,70.71,1,6,1,0,40.29,8.81,8.74,4.97,5.06,5.88,9.01,No,1,4.94,7.96,45.14,0,0.0
STU04498,Female,ECE,8.91,76.12,71.97,0,3,4,2,53.8,7.78,9.28,4.42,6.29,2.32,6.27,No,1,6.02,4.33,50.84,1,7.19
STU04499,Male,EEE,6.98,73.64,77.33,4,4,3,1,63.07,5.83,6.67,6.9,5.53,9.12,5.52,Yes,3,6.97,5.82,57.24,0,0.0
STU04500,Female,IT,6.29,91.24,82.93,0,0,2,0,56.74,4.78,3.5,9.08,8.33,5.5,5.51,Yes,3,7.02,8.4,49.81,0,0.0
STU04501,Male,ECE,7.07,69.17,76.59,1,3,0,0,60.65,4.0,4.18,3.11,4.42,5.55,5.34,Yes,2,7.68,8.1,48.19,0,0.0
STU04502,Male,IT,5.63,64.36,87.32,2,3,2,0,60.95,3.7,4.56,6.51,6.63,7.23,5.51,No,1,8.05,5.54,52.68,1,9.85
STU04503,Male,EEE,6.98,84.42,90.63,0,4,3,1,51.51,5.01,2.29,4.4,5.33,3.16,4.1,Yes,3,5.65,3.47,44.38,1,6.56
STU04504,Male,IT,6.68,76.85,88.3,1,3,0,4,63.89,4.09,3.76,6.89,5.75,4.11,4.79,Yes,1,4.74,5.8,34.23,0,0.0
STU04505,Male,ECE,6.09,75.55,84.77,0,0,1,2,72.19,9.07,8.04,7.08,7.32,4.03,5.28,No,1,6.45,5.71,34.16,0,0.0
STU04506,Female,CSE,6.36,65.43,69.71,1,1,1,0,38.69,6.13,8.87,9.98,8.18,7.31,4.6,Yes,3,4.82,3.56,55.71,1,9.24
STU04507,Male,CSE,7.38,73.6,84.02,1,0,0,0,57.07,5.2,2.24,9.5,6.68,6.03,5.83,Yes,1,6.23,2.64,46.36,1,8.0
STU04508,Male,CSE,9.82,58.49,77.86,1,2,1,0,53.38,4.91,4.96,4.95,6.07,3.75,4.72,Yes,2,3.68,2.06,52.51,1,8.33
STU04509,Male,IT,7.2,78.45,90.58,0,2,3,3,58.86,6.77,9.34,3.67,2.65,7.07,4.9,No,1,5.81,4.06,42.11,0,0.0
STU04510,Female,ECE,8.03,80.57,70.99,1,3,0,0,55.33,7.83,8.23,8.27,6.58,2.05,6.96,No,1,5.99,6.71,48.2,0,0.0
STU04511,Male,IT,7.6,86.61,75.34,2,1,2,1,43.08,9.75,10.0,8.27,6.61,7.17,5.4,Yes,2,8.71,8.95,60.6,1,9.84
STU04512,Male,IT,6.15,76.38,52.94,0,4,3,3,42.97,6.52,6.89,6.64,6.48,3.69,5.06,No,3,7.25,8.12,40.84,0,0.0
STU04513,Female,CIVIL,8.09,74.33,80.77,1,2,1,2,69.25,6.36,5.51,7.82,6.74,4.64,6.32,No,4,5.87,5.96,33.07,0,0.0
STU04514,Male,CSE,7.23,65.21,91.46,1,5,4,1,66.15,5.89,5.21,4.27,5.96,2.09,4.32,Yes,3,3.74,4.12,60.16,1,9.6
STU04515,Male,ECE,6.51,98.27,75.59,2,3,1,0,48.0,9.25,8.15,4.05,3.99,7.04,4.36,No,3,4.27,6.9,49.32,0,0.0
STU04516,Male,CSE,8.32,83.89,86.14,1,3,2,0,55.34,6.93,6.2,4.59,5.05,5.6,5.53,Yes,3,6.11,3.02,61.38,1,10.88
STU04517,Male,IT,6.99,76.14,84.61,2,5,5,0,61.8,3.3,3.41,8.05,6.93,8.7,3.16,No,2,7.12,6.02,62.15,1,10.13
STU04518,Male,MECH,7.67,78.1,70.14,0,5,0,1,55.83,6.75,5.13,6.41,5.06,6.68,6.32,Yes,1,2.0,7.18,32.7,0,0.0
STU04519,Female,IT,8.45,83.35,53.57,1,1,4,2,82.88,6.69,8.13,6.66,6.46,8.87,4.83,No,1,9.1,3.42,49.5,0,0.0
STU04520,Male,EEE,7.19,78.98,99.8,0,2,1,0,37.49,5.06,7.57,3.96,5.37,9.92,5.81,No,3,7.62,3.27,33.96,0,0.0
STU04521,Female,ECE,7.11,68.05,80.95,1,3,1,0,80.65,7.8,6.36,4.23,5.56,6.19,3.59,Yes,0,4.64,5.28,50.77,0,0.0
STU04522,Female,CSE,6.23,75.08,57.85,1,0,1,0,80.53,5.33,5.15,6.24,5.42,9.17,6.99,No,2,7.5,7.25,49.13,0,0.0
STU04523,Female,IT,7.48,81.26,86.23,0,4,5,0,43.22,1.48,1.13,6.96,6.39,3.48,6.59,No,0,5.3,4.8,46.82,0,0.0
STU04524,Male,EEE,6.52,76.33,86.65,1,0,3,4,76.63,3.73,2.96,9.41,7.36,5.17,5.03,Yes,3,6.67,5.97,24.92,0,0.0
STU04525,Female,EEE,9.1,97.23,85.22,0,5,1,0,59.35,3.56,4.11,9.74,7.16,2.24,2.74,No,2,7.42,1.9,49.92,0,0.0
STU04526,Male,ECE,7.26,100.0,71.07,1,1,0,0,53.54,3.99,4.2,8.26,7.31,4.55,3.77,No,3,5.39,5.51,37.22,0,0.0
STU04527,Male,CIVIL,7.13,84.86,82.31,3,3,3,0,51.87,3.89,3.58,4.67,5.74,5.53,2.04,Yes,2,1.95,5.54,45.01,0,0.0
STU04528,Female,CSE,6.51,78.22,71.97,3,5,0,0,77.1,5.2,4.8,6.22,6.17,8.31,4.28,No,0,5.52,5.29,64.6,1,9.98
STU04529,Male,IT,7.52,84.43,70.81,3,1,0,0,61.85,8.36,9.01,6.99,6.75,8.25,5.96,Yes,2,3.54,6.32,63.06,1,9.51
STU04530,Male,CIVIL,8.3,72.34,70.96,4,2,2,0,68.84,3.37,2.84,2.03,3.18,7.67,5.29,Yes,2,3.34,1.7,44.58,0,0.0
STU04531,Female,CSE,7.86,75.35,74.3,3,4,0,0,56.88,7.87,7.68,8.62,6.47,4.41,1.93,Yes,0,6.78,5.96,74.78,1,10.71
STU04532,Female,MECH,7.49,77.72,95.12,4,2,3,0,87.48,10.0,9.82,5.99,4.83,1.62,4.23,No,2,4.89,6.01,52.74,1,8.11
STU04533,Male,ECE,6.71,78.01,66.13,0,2,2,0,71.43,5.05,5.28,4.16,4.47,6.03,0.0,No,3,8.15,5.41,41.88,0,0.0
STU04534,Male,CSE,7.17,74.81,73.66,1,5,0,1,65.31,3.11,2.33,6.28,5.12,10.0,3.93,No,2,7.66,6.12,45.03,0,0.0
STU04535,Female,CIVIL,7.82,95.73,62.51,1,3,2,2,46.29,5.24,6.43,8.97,7.54,6.12,5.37,Yes,1,3.93,7.86,34.05,0,0.0
STU04536,Male,CSE,6.07,98.41,93.16,1,1,1,1,74.8,8.78,9.25,8.09,5.99,4.31,4.89,No,3,5.25,5.18,47.14,0,0.0
STU04537,Male,IT,7.16,66.26,76.42,2,1,1,2,71.46,2.79,2.02,6.67,5.41,5.15,3.11,Yes,1,5.42,6.11,42.22,0,0.0
STU04538,Female,CSE,9.02,72.07,80.47,2,5,3,2,81.85,7.13,7.22,8.08,7.41,6.68,3.63,No,1,3.89,4.71,67.31,1,9.43
STU04539,Male,IT,5.58,72.73,69.28,2,3,1,2,51.26,10.0,8.18,7.75,6.19,7.22,7.61,Yes,1,5.85,1.89,60.31,0,0.0
STU04540,Male,EEE,8.17,81.14,69.92,3,3,4,0,46.18,6.19,8.23,7.64,8.36,3.64,6.46,No,1,4.71,2.89,55.21,0,0.0
STU04541,Male,CSE,8.42,71.51,71.79,2,5,4,0,70.73,5.4,4.93,5.62,7.44,4.11,7.43,No,0,4.15,6.57,71.4,1,10.24
STU04542,Male,MECH,7.97,84.96,82.5,3,1,0,3,52.96,8.73,8.9,5.94,6.68,4.38,8.37,No,1,9.77,5.47,32.23,0,0.0
STU04543,Female,IT,6.75,72.36,65.72,0,1,1,1,35.72,6.0,5.06,3.3,4.15,2.36,5.01,Yes,0,6.58,6.33,37.37,0,0.0
STU04544,Male,CSE,7.91,62.18,70.81,1,6,1,0,56.4,5.81,7.58,7.53,7.69,0.71,4.39,Yes,0,6.13,5.94,63.88,1,9.89
STU04545,Female,ECE,4.48,69.35,90.81,2,4,4,0,31.88,6.57,6.15,7.82,6.61,4.27,7.6,No,3,7.51,6.58,50.83,0,0.0
STU04546,Female,CSE,6.46,76.1,84.11,1,3,4,1,44.29,5.76,6.22,2.37,4.42,3.41,0.9,No,1,6.89,7.45,50.85,1,8.42
STU04547,Male,ECE,4.0,81.98,65.17,1,5,0,0,87.75,7.94,10.0,6.11,6.33,2.76,3.09,Yes,4,3.85,5.12,56.85,0,0.0
STU04548,Male,ECE,6.46,80.33,77.3,1,2,1,1,51.05,8.14,9.99,5.08,5.96,6.03,3.48,Yes,0,7.82,1.56,45.3,0,0.0
STU04549,Female,ECE,8.63,83.58,70.69,0,3,2,3,68.73,2.17,0.44,5.24,6.32,4.1,6.65,Yes,3,6.88,4.89,28.84,0,0.0
STU04550,Female,CSE,6.96,81.92,75.69,1,5,3,0,78.17,8.49,8.45,6.89,7.86,6.53,8.45,Yes,2,8.14,3.4,75.81,1,11.31
STU04551,Male,CSE,5.33,78.75,74.36,0,0,0,1,62.75,4.41,4.8,9.2,7.69,8.97,5.59,Yes,1,4.34,5.59,44.62,1,8.37
STU04552,Female,IT,7.74,77.41,80.06,0,3,0,0,100.0,8.52,10.0,5.58,6.03,4.43,8.58,No,2,4.79,8.48,64.02,1,10.72
STU04553,Female,ECE,7.21,83.74,73.93,1,1,1,0,64.41,8.44,8.3,4.55,4.13,3.14,9.73,Yes,0,4.49,3.62,50.63,1,7.67
STU04554,Female,IT,7.27,76.14,68.7,2,3,1,0,81.96,6.08,4.37,5.2,6.86,5.35,6.79,No,1,2.58,4.82,62.64,1,10.52
STU04555,Male,IT,9.47,84.55,94.71,2,2,1,0,82.76,5.55,5.4,5.74,5.94,3.62,2.43,Yes,1,6.59,0.44,67.91,1,10.13
STU04556,Male,CSE,10.0,76.35,83.35,2,6,2,0,45.98,4.64,6.92,7.22,8.2,9.16,6.79,Yes,1,2.57,4.03,69.93,1,11.18
STU04557,Male,CIVIL,6.7,63.89,82.95,1,1,2,0,36.89,4.99,4.33,7.07,7.69,4.48,4.23,Yes,2,4.2,6.07,37.35,0,0.0
STU04558,Female,CSE,6.77,66.45,79.93,3,3,1,0,84.27,8.41,9.5,7.83,6.57,5.21,5.65,Yes,1,7.07,1.95,75.5,1,11.5
STU04559,Female,CSE,7.0,95.27,75.73,1,1,2,2,91.01,3.79,6.23,6.67,7.84,4.01,4.62,Yes,0,6.71,8.23,53.26,1,7.55
STU04560,Male,CSE,7.59,83.79,72.41,0,2,5,1,54.17,6.78,6.16,8.0,7.2,7.68,4.92,No,0,5.48,6.92,51.61,0,0.0
STU04561,Male,CSE,7.03,82.28,54.91,1,2,0,1,85.38,7.84,8.26,3.83,5.99,1.33,2.55,No,1,6.96,9.43,54.04,0,0.0
STU04562,Male,IT,8.09,92.11,65.09,0,3,5,1,75.98,6.47,6.19,9.37,8.69,9.32,5.22,No,1,7.48,5.58,59.69,1,9.63
STU04563,Male,CIVIL,6.52,71.55,93.51,1,6,1,2,44.34,4.8,6.13,8.91,7.31,6.46,6.86,No,2,8.6,1.97,36.47,0,0.0
STU04564,Female,ECE,9.56,77.97,81.45,2,4,3,0,88.51,7.19,8.04,4.14,4.97,2.61,10.0,Yes,0,6.25,6.9,67.38,1,10.36
STU04565,Female,CSE,5.31,92.3,60.53,0,4,1,0,56.48,6.27,3.41,5.72,6.47,8.42,5.7,Yes,0,6.48,2.14,50.04,0,0.0
STU04566,Male,CSE,9.31,86.17,88.34,1,4,3,0,36.49,5.38,4.77,8.28,5.92,4.16,5.91,Yes,1,6.74,6.27,60.48,1,8.37
STU04567,Male,CSE,7.53,77.65,58.94,2,5,3,0,45.52,6.39,7.5,6.78,6.26,3.57,5.82,Yes,2,6.53,3.72,71.05,1,10.15
STU04568,Male,ECE,7.3,87.62,82.72,0,1,0,0,69.51,5.2,5.07,5.47,4.75,6.89,2.92,Yes,3,3.26,2.5,42.18,0,0.0
STU04569,Female,CSE,7.21,65.67,50.62,1,1,5,1,77.89,2.94,0.44,10.0,7.95,6.68,1.83,Yes,1,6.73,6.12,54.34,0,0.0
STU04570,Female,MECH,7.25,62.24,91.03,0,4,4,0,50.86,5.19,4.8,6.35,6.95,4.4,4.1,Yes,0,6.19,8.06,44.9,0,0.0
STU04571,Female,ECE,7.01,68.56,75.61,3,2,0,1,68.26,7.03,7.42,6.14,5.54,4.62,9.76,Yes,0,3.37,9.33,60.41,0,0.0
STU04572,Male,CSE,6.83,75.7,85.39,0,5,3,0,50.92,6.62,5.9,5.39,5.06,7.83,8.09,No,1,4.13,4.42,59.33,1,9.25
STU04573,Female,IT,6.6,73.58,72.41,2,6,1,1,67.03,6.71,5.11,7.98,5.74,8.19,7.08,No,0,4.09,3.77,53.12,0,0.0
STU04574,Female,CIVIL,5.26,76.05,66.05,3,1,2,2,60.33,4.22,4.24,7.22,7.17,5.25,4.44,No,1,4.27,7.11,32.4,0,0.0
STU04575,Female,CIVIL,5.97,69.63,66.51,1,2,2,0,66.45,9.02,10.0,4.36,4.49,4.11,1.59,No,1,3.73,2.25,44.0,0,0.0
STU04576,Female,IT,6.2,67.11,93.87,0,5,0,2,74.34,6.92,6.12,6.04,5.36,4.57,9.11,No,0,7.78,3.15,41.57,0,0.0
STU04577,Female,IT,7.34,73.31,52.43,2,3,2,0,51.99,6.41,6.28,4.42,6.19,6.23,4.89,No,1,3.95,8.27,65.9,1,9.94
STU04578,Male,EEE,6.47,70.1,77.53,3,5,0,0,68.58,3.67,3.09,6.04,6.11,6.44,4.98,No,1,3.66,4.52,46.77,0,0.0
STU04579,Female,IT,6.2,72.83,75.49,1,2,1,1,64.75,6.6,7.21,4.4,5.32,2.91,4.34,No,0,7.06,4.82,48.73,0,0.0
STU04580,Male,IT,6.72,55.05,75.91,1,1,1,0,63.55,5.17,4.7,6.57,5.39,4.45,7.32,Yes,0,3.43,3.07,53.48,1,9.51
STU04581,Male,MECH,7.74,81.56,85.65,0,2,2,0,69.43,5.45,5.72,5.76,5.15,0.0,2.32,No,2,4.15,3.77,35.9,0,0.0
STU04582,Female,MECH,8.4,86.92,89.32,1,5,1,0,25.63,9.96,10.0,5.33,6.16,5.18,6.66,No,0,6.53,3.74,50.1,0,0.0
STU04583,Male,IT,5.89,85.94,68.32,2,3,4,0,53.59,0.0,0.0,10.0,8.91,6.59,5.52,Yes,0,5.0,1.78,53.03,1,8.88
STU04584,Male,MECH,7.62,78.18,74.04,1,1,2,2,58.55,7.64,7.97,7.2,7.52,3.95,7.4,Yes,1,9.5,4.89,41.6,0,0.0
STU04585,Male,ECE,7.57,96.47,70.13,2,2,0,0,47.98,6.38,6.39,8.33,7.48,7.55,4.98,No,1,6.33,6.01,46.12,0,0.0
STU04586,Female,CSE,7.95,43.27,73.46,2,3,1,2,56.71,4.33,3.79,6.05,6.2,5.95,5.15,No,1,5.92,3.98,49.42,1,9.12
STU04587,Male,CIVIL,8.51,91.02,77.97,0,5,4,0,46.22,7.98,9.26,5.9,6.13,6.64,8.21,No,0,4.57,7.69,47.26,0,0.0
STU04588,Male,CSE,7.46,79.35,86.22,2,4,2,0,54.55,8.51,8.76,5.05,5.6,4.53,0.74,Yes,1,5.69,0.0,67.93,1,10.99
STU04589,Male,IT,5.71,82.0,69.36,0,2,1,0,47.28,7.14,5.8,7.93,7.51,2.06,5.85,Yes,2,5.6,6.5,51.89,1,9.16
STU04590,Female,IT,5.63,74.85,71.23,0,2,0,2,29.75,8.18,8.89,5.23,4.8,9.77,4.48,No,1,7.71,0.0,25.5,0,0.0
STU04591,Male,EEE,7.11,85.75,95.7,3,4,1,1,88.6,3.65,6.07,4.07,6.85,3.97,3.01,Yes,1,10.0,9.43,56.51,0,0.0
STU04592,Female,ECE,5.52,63.9,79.46,2,2,0,1,77.04,3.44,3.06,6.69,6.4,3.8,0.0,Yes,1,6.54,3.49,42.95,1,7.55
STU04593,Female,CIVIL,8.46,85.36,63.77,1,3,0,0,57.25,5.17,5.15,6.07,6.13,4.97,6.96,No,0,6.81,2.32,41.25,0,0.0
STU04594,Male,ECE,5.48,76.05,100.0,0,2,0,1,76.94,8.86,7.55,5.53,5.6,7.75,5.91,Yes,1,6.47,0.97,42.76,0,0.0
STU04595,Female,CSE,6.92,77.3,60.34,2,1,1,0,79.4,6.4,5.59,7.43,6.14,5.63,3.3,Yes,0,2.84,4.74,65.71,0,0.0
STU04596,Female,CSE,8.02,85.18,67.89,1,5,2,0,71.13,6.05,5.89,5.96,6.13,3.86,10.0,No,1,6.04,4.76,62.01,1,9.83
STU04597,Male,ECE,7.0,97.93,71.4,1,5,2,3,48.16,7.29,8.81,8.63,7.92,0.93,1.67,Yes,1,3.55,7.07,44.0,0,0.0
STU04598,Female,MECH,6.57,81.35,70.95,1,3,2,1,35.62,7.17,5.36,3.94,4.75,8.72,3.02,Yes,3,7.46,9.52,37.73,0,0.0
STU04599,Female,ECE,7.69,73.52,59.68,2,1,4,0,68.88,7.91,9.02,8.33,7.15,7.7,4.19,No,0,7.86,4.53,64.08,1,8.17
STU04600,Female,IT,9.0,76.71,54.21,3,1,2,0,55.65,4.62,5.65,5.7,8.08,6.3,6.11,No,3,7.79,5.8,62.47,1,10.06
STU04601,Male,EEE,5.97,72.06,62.87,0,3,1,0,81.57,7.85,9.3,5.4,4.05,1.14,7.88,No,0,7.72,8.58,44.4,0,0.0
STU04602,Male,EEE,4.94,74.06,76.87,0,0,3,0,64.19,9.01,8.79,5.96,6.15,6.76,8.5,Yes,0,8.16,0.0,40.23,0,0.0
STU04603,Female,CSE,7.91,78.01,73.67,4,3,1,0,55.9,7.07,6.91,7.04,6.39,4.24,7.25,Yes,4,6.9,6.43,67.92,1,10.41
STU04604,Male,EEE,6.06,85.52,71.8,1,1,0,0,98.53,8.3,6.37,5.18,5.42,4.49,5.89,Yes,1,7.25,4.8,49.18,0,0.0
STU04605,Female,CSE,5.55,80.86,92.88,1,6,0,1,47.19,9.27,9.02,5.8,6.6,6.76,1.97,No,1,5.87,2.35,57.44,1,8.67
STU04606,Female,EEE,6.41,76.36,86.43,3,3,1,1,50.2,3.18,3.13,8.65,7.66,6.32,7.21,No,2,8.33,4.93,44.4,0,0.0
STU04607,Male,CSE,6.97,78.88,46.68,3,2,2,1,47.63,4.21,3.21,5.04,5.21,6.0,2.92,Yes,0,5.11,4.54,54.81,0,0.0
STU04608,Male,CSE,6.75,70.26,79.77,0,6,2,1,73.01,7.76,7.24,5.92,4.49,6.62,5.0,No,1,4.37,5.1,56.68,0,0.0
STU04609,Female,ECE,8.23,73.17,77.72,1,3,1,1,50.27,7.64,8.14,6.72,7.68,3.49,3.67,Yes,1,1.91,4.61,54.01,0,0.0
STU04610,Female,CSE,6.95,65.88,66.06,3,2,1,1,83.03,5.32,2.75,4.55,5.86,5.77,0.78,Yes,0,6.13,4.3,57.92,0,0.0
STU04611,Female,MECH,8.18,86.07,89.1,1,4,3,0,43.87,7.12,5.07,7.69,7.07,5.57,3.95,No,2,6.67,2.13,42.28,0,0.0
STU04612,Male,MECH,6.29,72.59,87.81,2,1,0,0,70.68,7.49,7.84,7.72,7.2,10.0,0.7,Yes,1,0.0,5.38,47.22,0,0.0
STU04613,Male,CSE,6.73,88.78,84.85,1,4,3,0,66.77,5.63,6.65,9.14,7.5,6.4,7.04,No,1,6.25,5.12,60.28,1,9.84
STU04614,Male,CSE,7.27,89.22,78.5,0,2,1,0,61.74,5.65,5.43,5.18,5.29,8.81,4.6,No,4,2.16,6.27,52.4,0,0.0
STU04615,Female,IT,9.11,99.27,87.31,1,2,1,1,81.85,5.65,4.46,5.9,5.51,1.71,4.91,Yes,1,4.75,5.37,63.32,1,10.1
STU04616,Female,CIVIL,5.95,90.95,65.59,1,1,3,0,50.76,8.43,8.79,5.73,5.75,4.41,6.64,Yes,0,6.1,2.56,38.81,0,0.0
STU04617,Female,CSE,8.4,83.58,83.07,2,2,5,0,65.24,7.06,6.14,4.1,5.1,5.83,6.61,No,0,7.27,0.22,56.32,1,9.38
STU04618,Female,ECE,8.01,76.63,67.41,0,4,1,0,85.53,9.17,10.0,3.62,5.41,4.47,2.07,Yes,2,4.22,2.53,58.55,1,8.94
STU04619,Female,CSE,6.74,73.36,83.73,1,3,4,0,65.54,6.11,5.51,7.82,8.36,3.04,3.28,Yes,0,8.28,9.76,65.25,1,10.88
STU04620,Female,IT,9.25,76.72,87.36,2,3,2,0,21.61,7.79,8.85,6.88,5.62,5.92,5.54,Yes,0,1.67,3.89,65.54,1,10.42
STU04621,Female,CSE,4.93,73.38,61.83,2,4,0,0,52.46,5.9,6.59,9.55,7.57,3.37,6.47,Yes,1,5.05,5.91,61.8,1,8.93
STU04622,Female,ECE,6.49,57.23,63.57,0,1,3,1,60.39,5.25,5.17,5.17,5.19,6.05,3.86,No,4,3.25,5.22,38.54,1,6.18
STU04623,Male,CIVIL,8.91,88.73,82.39,2,1,0,1,59.91,5.32,5.36,7.29,6.6,9.73,3.66,No,0,5.94,4.72,38.77,0,0.0
STU04624,Male,CSE,7.21,79.38,50.6,3,3,3,1,54.44,3.38,2.44,6.36,7.53,9.67,0.58,Yes,0,5.11,4.48,56.77,0,0.0
STU04625,Male,ECE,6.82,89.49,86.14,1,4,2,2,76.01,4.37,4.96,5.46,4.52,2.18,2.88,Yes,1,5.02,6.25,42.47,0,0.0
STU04626,Male,IT,6.82,92.95,66.58,0,4,0,4,23.97,4.04,2.74,6.64,6.96,1.44,4.78,Yes,2,5.18,7.27,21.02,0,0.0
STU04627,Male,IT,7.76,92.93,85.6,2,1,2,0,52.59,5.0,6.95,6.7,6.21,6.0,4.21,Yes,0,6.39,2.97,62.48,1,9.61
STU04628,Female,EEE,8.39,80.89,78.46,3,2,1,0,58.7,9.78,9.48,10.0,8.64,6.71,3.23,Yes,1,5.67,3.14,62.27,1,8.26
STU04629,Male,IT,6.87,64.82,84.1,0,4,0,0,52.61,5.31,5.58,5.73,6.37,2.95,3.4,No,2,5.66,6.71,43.92,0,0.0
STU04630,Male,MECH,6.67,73.62,65.2,1,4,1,0,61.75,3.9,3.77,7.22,7.46,2.13,6.24,Yes,1,4.74,3.08,40.79,0,0.0
STU04631,Female,CSE,7.26,92.32,71.76,1,4,1,1,54.41,7.43,6.76,7.75,6.44,6.65,0.76,No,0,3.72,5.08,65.3,1,9.47
STU04632,Male,EEE,7.38,68.9,79.22,0,2,3,0,82.1,4.47,6.36,6.17,6.51,4.59,7.1,No,1,4.0,3.73,43.42,0,0.0
STU04633,Female,CSE,9.64,66.69,87.83,2,5,1,1,58.2,8.11,8.3,9.09,6.15,1.5,3.91,Yes,3,6.55,7.37,73.97,1,10.41
STU04634,Male,ECE,7.23,69.96,70.89,1,1,1,0,45.57,3.07,4.03,3.6,5.5,4.05,7.28,Yes,1,6.7,6.49,36.2,0,0.0
STU04635,Female,CIVIL,7.34,84.79,72.44,1,1,1,2,80.1,5.98,6.49,7.8,6.31,6.33,7.15,Yes,3,4.87,4.97,31.96,0,0.0
STU04636,Female,ECE,7.79,85.0,82.67,1,2,0,0,71.33,5.89,7.08,6.7,5.87,2.38,4.44,Yes,1,5.74,3.69,57.19,0,0.0
STU04637,Female,ECE,6.22,66.07,75.63,0,2,2,2,71.43,5.86,4.98,6.09,5.44,7.52,6.64,Yes,0,7.85,6.85,40.37,0,0.0
STU04638,Male,CSE,8.46,95.61,86.33,3,2,5,0,51.94,5.34,5.26,4.85,4.39,9.06,0.23,Yes,0,7.56,6.82,62.5,0,0.0
STU04639,Male,CSE,5.71,66.92,63.27,1,3,0,0,53.93,6.82,5.28,4.49,6.12,6.08,5.38,Yes,3,3.35,6.14,54.14,0,0.0
STU04640,Male,CSE,5.53,84.1,81.97,2,1,5,2,86.86,7.97,9.4,2.88,5.48,3.44,5.84,No,0,5.25,3.0,50.55,0,0.0
STU04641,Male,MECH,5.11,65.06,88.27,2,2,3,1,27.93,4.58,2.9,6.37,6.54,1.87,5.01,Yes,0,7.32,4.37,37.44,0,0.0
STU04642,Female,CSE,6.94,85.7,89.18,3,3,3,0,86.02,7.0,8.13,7.22,5.35,3.96,6.87,No,0,4.37,6.58,72.0,1,11.39
STU04643,Female,CSE,5.47,80.7,73.61,0,5,2,1,58.91,8.1,5.87,5.97,5.77,1.0,4.01,No,0,7.59,5.42,51.94,0,0.0
STU04644,Female,CSE,7.58,57.11,69.14,0,4,0,0,51.29,2.19,3.04,6.32,5.8,8.06,2.06,No,0,7.47,7.77,50.03,0,0.0
STU04645,Male,CSE,7.9,90.63,70.45,1,1,1,1,39.55,7.05,7.22,7.65,7.06,6.31,5.36,Yes,2,5.57,4.89,51.09,1,9.26
STU04646,Female,EEE,6.31,76.77,85.5,0,3,5,1,82.47,6.3,7.35,5.75,5.06,1.51,3.63,Yes,1,2.1,3.15,39.67,0,0.0
STU04647,Male,CSE,7.25,75.77,67.56,2,4,5,0,21.64,3.56,2.95,7.1,5.74,5.26,9.72,Yes,1,10.0,5.86,56.29,1,9.21
STU04648,Male,IT,8.58,89.97,75.74,0,3,2,0,66.28,7.99,8.57,4.35,5.52,5.88,4.85,Yes,3,5.68,3.64,62.7,0,0.0
STU04649,Male,CSE,6.02,78.95,68.71,1,3,4,0,28.39,5.52,4.61,4.18,4.96,3.76,2.99,Yes,3,3.67,4.86,56.12,0,0.0
STU04650,Male,CSE,8.07,85.55,79.22,1,4,1,0,56.65,5.07,5.83,5.37,4.6,10.0,6.72,No,2,3.42,5.2,56.23,1,8.94
STU04651,Male,IT,8.42,75.89,88.34,0,5,3,0,73.86,4.9,6.15,4.63,4.6,5.9,4.66,Yes,3,4.57,2.08,69.6,1,9.57
STU04652,Male,ECE,5.47,83.07,88.49,0,5,1,1,67.75,6.57,6.67,6.95,6.73,7.21,2.13,Yes,3,7.11,6.98,43.61,0,0.0
STU04653,Female,CSE,6.77,83.22,82.08,2,2,4,2,61.97,7.64,8.73,3.95,5.9,7.75,5.74,Yes,2,1.16,1.86,58.07,1,10.21
STU04654,Male,EEE,5.79,74.32,79.14,2,2,1,0,57.36,3.14,3.36,8.27,8.49,6.77,3.13,No,0,2.83,10.0,46.03,0,0.0
STU04655,Male,EEE,6.71,87.51,77.82,1,1,2,3,60.41,5.4,7.15,6.42,6.21,4.32,5.65,No,4,6.56,3.48,26.35,0,0.0
STU04656,Male,ECE,6.92,79.37,88.96,2,3,1,0,79.31,8.06,8.45,7.92,6.88,4.32,5.47,Yes,4,3.92,5.66,60.88,1,9.08
STU04657,Male,CIVIL,6.47,81.87,79.63,2,2,3,0,56.31,4.84,4.63,3.33,3.25,6.78,3.54,Yes,1,3.3,3.23,33.0,0,0.0
STU04658,Female,MECH,7.65,84.28,71.11,0,2,3,1,22.67,4.74,5.78,6.04,5.28,10.0,4.2,Yes,0,6.84,8.0,34.97,0,0.0
STU04659,Male,IT,6.7,65.92,54.0,0,2,5,0,35.81,7.49,6.05,4.99,4.96,5.97,6.25,No,0,6.44,6.97,46.95,0,0.0
STU04660,Female,CSE,7.77,100.0,87.96,1,5,3,3,49.95,4.88,5.37,8.44,6.66,6.38,3.19,Yes,0,3.93,5.22,49.83,0,0.0
STU04661,Male,CSE,9.02,84.98,85.42,1,1,2,1,90.15,6.65,5.01,3.45,4.27,3.95,8.77,Yes,3,9.09,6.56,58.79,0,0.0
STU04662,Male,CSE,7.35,68.16,69.7,1,1,1,1,87.35,6.79,8.83,5.79,6.51,7.58,7.09,Yes,3,9.61,6.07,58.21,0,0.0
